xflr5 v6.47

VTOL_SINGLE_W1_FX63137_2020
T1-25.0 m/s-Panel-0.0kg-x0.0m-Inviscid
QInf  =   25.000000 m/s
Alpha =   20.000000
Beta  =    0.000°
Phi   =    0.000°
Ctrl  =    0.000
CL    =    2.390595
Cy    =    0.000000
Cd    =    0.156097     ICd   =    0.156097     PCd   =    0.000000
Cl   = 2.87936e-15
Cm   =   -0.764391
ICn   =    0.000000     PCn   =    0.000000 
XCP   =    0.059476     YCP   =   -0.000000     ZCP   =    0.013224  
XNP   =    0.000000
Bending =   89.889536

Main Wing Cp Coefficients
 Panel     CtrlPt.x        CtrlPt.y        CtrlPt.z       Nx      Ny       Nz        Area       Cp
Main WingCp Coefficients
Strip 1
 516       2.503e-01       4.038e-02       1.178e-03           0.417           0.042           0.908       4.558e-04          0.2586
Strip 24
 517       2.422e-01       1.209e-01       8.721e-04          -0.332          -0.034          -0.943       4.225e-04          0.5384
 518       2.325e-01       1.209e-01       3.291e-03          -0.209          -0.022          -0.978       1.189e-03          0.5416
 519       2.139e-01       1.209e-01       5.760e-03          -0.080          -0.010          -0.997       1.839e-03          0.5836
 520       1.878e-01       1.209e-01       6.336e-03           0.024          -0.001          -1.000       2.355e-03          0.5832
 521       1.565e-01       1.209e-01       4.436e-03           0.093           0.004          -0.996       2.697e-03          0.5781
 522       1.223e-01       1.209e-01       7.616e-04           0.121           0.006          -0.993       2.820e-03          0.5907
 523       8.819e-02       1.209e-01      -2.889e-03           0.091           0.005          -0.996       2.697e-03          0.6539
 524       5.682e-02       1.209e-01      -4.983e-03           0.038           0.003          -0.999       2.356e-03          0.7855
 525       3.076e-02       1.209e-01      -5.326e-03          -0.019           0.002          -1.000       1.833e-03          0.9561
 526       1.212e-02       1.209e-01      -4.196e-03          -0.125           0.001          -0.992       1.172e-03          0.8142
 527       2.403e-03       1.209e-01      -1.322e-03          -0.621          -0.000          -0.784       5.083e-04         -2.4960
 528       2.403e-03       1.209e-01       5.102e-03          -0.874           0.000           0.486       8.197e-04        -10.1751
 529       1.212e-02       1.209e-01       1.376e-02          -0.502           0.002           0.865       1.345e-03         -5.8121
 530       3.076e-02       1.209e-01       2.147e-02          -0.294           0.005           0.956       1.918e-03         -3.6257
 531       5.682e-02       1.209e-01       2.705e-02          -0.140           0.008           0.990       2.378e-03         -2.6101
 532       8.819e-02       1.209e-01       2.931e-02          -0.012           0.012           1.000       2.686e-03         -1.8988
 533       1.223e-01       1.209e-01       2.789e-02           0.092           0.016           0.996       2.811e-03         -1.3221
 534       1.565e-01       1.209e-01       2.320e-02           0.180           0.021           0.983       2.731e-03         -0.8187
 535       1.878e-01       1.209e-01       1.665e-02           0.231           0.025           0.973       2.421e-03         -0.4352
 536       2.139e-01       1.209e-01       1.010e-02           0.259           0.027           0.965       1.899e-03         -0.1953
 537       2.325e-01       1.209e-01       4.658e-03           0.312           0.032           0.949       1.225e-03          0.0272
 538       2.422e-01       1.209e-01       1.139e-03           0.417           0.042           0.908       4.388e-04          0.2548
Strip 25
 539       2.342e-01       2.009e-01       8.431e-04          -0.332          -0.034          -0.943       4.043e-04          0.5393
 540       2.248e-01       2.009e-01       3.182e-03          -0.209          -0.022          -0.978       1.138e-03          0.5429
 541       2.068e-01       2.009e-01       5.568e-03          -0.080          -0.010          -0.997       1.760e-03          0.5857
 542       1.816e-01       2.009e-01       6.125e-03           0.024          -0.001          -1.000       2.254e-03          0.5860
 543       1.513e-01       2.009e-01       4.288e-03           0.093           0.004          -0.996       2.581e-03          0.5822
 544       1.183e-01       2.009e-01       7.363e-04           0.121           0.006          -0.993       2.698e-03          0.5962
 545       8.526e-02       2.009e-01      -2.793e-03           0.091           0.005          -0.996       2.581e-03          0.6607
 546       5.494e-02       2.009e-01      -4.818e-03           0.038           0.003          -0.999       2.255e-03          0.7927
 547       2.974e-02       2.009e-01      -5.149e-03          -0.019           0.002          -1.000       1.754e-03          0.9607
 548       1.172e-02       2.009e-01      -4.057e-03          -0.125           0.001          -0.992       1.121e-03          0.7962
 549       2.323e-03       2.009e-01      -1.278e-03          -0.621          -0.000          -0.784       4.865e-04         -2.6340
 550       2.323e-03       2.009e-01       4.933e-03          -0.874           0.000           0.486       7.844e-04        -10.4301
 551       1.172e-02       2.009e-01       1.331e-02          -0.502           0.002           0.865       1.287e-03         -5.9230
 552       2.974e-02       2.009e-01       2.076e-02          -0.294           0.005           0.956       1.835e-03         -3.6868
 553       5.494e-02       2.009e-01       2.615e-02          -0.140           0.008           0.990       2.276e-03         -2.6525
 554       8.526e-02       2.009e-01       2.834e-02          -0.012           0.012           1.000       2.570e-03         -1.9308
 555       1.183e-01       2.009e-01       2.696e-02           0.092           0.016           0.996       2.690e-03         -1.3465
 556       1.513e-01       2.009e-01       2.243e-02           0.180           0.021           0.983       2.613e-03         -0.8365
 557       1.816e-01       2.009e-01       1.610e-02           0.231           0.025           0.973       2.317e-03         -0.4475
 558       2.068e-01       2.009e-01       9.769e-03           0.259           0.027           0.965       1.817e-03         -0.2033
 559       2.248e-01       2.009e-01       4.504e-03           0.312           0.032           0.949       1.172e-03          0.0229
 560       2.342e-01       2.009e-01       1.102e-03           0.417           0.042           0.908       4.199e-04          0.2524
Strip 26
 561       2.263e-01       2.798e-01       8.146e-04          -0.332          -0.034          -0.943       3.846e-04          0.5398
 562       2.172e-01       2.798e-01       3.074e-03          -0.209          -0.022          -0.978       1.083e-03          0.5438
 563       1.998e-01       2.798e-01       5.380e-03          -0.080          -0.010          -0.997       1.674e-03          0.5871
 564       1.754e-01       2.798e-01       5.918e-03           0.024          -0.001          -1.000       2.144e-03          0.5881
 565       1.461e-01       2.798e-01       4.143e-03           0.093           0.004          -0.996       2.455e-03          0.5851
 566       1.143e-01       2.798e-01       7.114e-04           0.121           0.006          -0.993       2.567e-03          0.6003
 567       8.237e-02       2.798e-01      -2.698e-03           0.091           0.005          -0.996       2.455e-03          0.6659
 568       5.307e-02       2.798e-01      -4.655e-03           0.038           0.003          -0.999       2.145e-03          0.7982
 569       2.873e-02       2.798e-01      -4.974e-03          -0.019           0.002          -1.000       1.669e-03          0.9641
 570       1.132e-02       2.798e-01      -3.920e-03          -0.125           0.001          -0.992       1.067e-03          0.7812
 571       2.245e-03       2.798e-01      -1.235e-03          -0.621          -0.000          -0.784       4.627e-04         -2.7463
 572       2.245e-03       2.798e-01       4.766e-03          -0.874           0.000           0.486       7.462e-04        -10.6364
 573       1.132e-02       2.798e-01       1.286e-02          -0.502           0.002           0.865       1.224e-03         -6.0118
 574       2.873e-02       2.798e-01       2.006e-02          -0.294           0.005           0.956       1.746e-03         -3.7346
 575       5.307e-02       2.798e-01       2.527e-02          -0.140           0.008           0.990       2.165e-03         -2.6845
 576       8.237e-02       2.798e-01       2.738e-02          -0.012           0.012           1.000       2.445e-03         -1.9539
 577       1.143e-01       2.798e-01       2.605e-02           0.092           0.016           0.996       2.559e-03         -1.3633
 578       1.461e-01       2.798e-01       2.167e-02           0.180           0.021           0.983       2.486e-03         -0.8483
 579       1.754e-01       2.798e-01       1.556e-02           0.231           0.025           0.973       2.204e-03         -0.4553
 580       1.998e-01       2.798e-01       9.438e-03           0.259           0.027           0.965       1.728e-03         -0.2084
 581       2.172e-01       2.798e-01       4.351e-03           0.312           0.032           0.949       1.115e-03          0.0201
 582       2.263e-01       2.798e-01       1.064e-03           0.417           0.042           0.908       3.994e-04          0.2508
Strip 27
 583       2.185e-01       3.573e-01       7.865e-04          -0.332          -0.034          -0.943       3.636e-04          0.5400
 584       2.097e-01       3.573e-01       2.969e-03          -0.209          -0.022          -0.978       1.024e-03          0.5442
 585       1.929e-01       3.573e-01       5.195e-03          -0.080          -0.010          -0.997       1.583e-03          0.5879
 586       1.694e-01       3.573e-01       5.714e-03           0.024          -0.001          -1.000       2.027e-03          0.5895
 587       1.411e-01       3.573e-01       4.000e-03           0.093           0.004          -0.996       2.321e-03          0.5872
 588       1.103e-01       3.573e-01       6.869e-04           0.121           0.006          -0.993       2.427e-03          0.6032
 589       7.954e-02       3.573e-01      -2.605e-03           0.091           0.005          -0.996       2.321e-03          0.6696
 590       5.125e-02       3.573e-01      -4.494e-03           0.038           0.003          -0.999       2.028e-03          0.8021
 591       2.774e-02       3.573e-01      -4.803e-03          -0.019           0.002          -1.000       1.578e-03          0.9665
 592       1.093e-02       3.573e-01      -3.785e-03          -0.125           0.001          -0.992       1.009e-03          0.7697
 593       2.167e-03       3.573e-01      -1.192e-03          -0.621          -0.000          -0.784       4.375e-04         -2.8314
 594       2.167e-03       3.573e-01       4.602e-03          -0.874           0.000           0.486       7.055e-04        -10.7920
 595       1.093e-02       3.573e-01       1.241e-02          -0.502           0.002           0.865       1.157e-03         -6.0783
 596       2.774e-02       3.573e-01       1.937e-02          -0.294           0.005           0.956       1.651e-03         -3.7700
 597       5.125e-02       3.573e-01       2.440e-02          -0.140           0.008           0.990       2.047e-03         -2.7078
 598       7.954e-02       3.573e-01       2.643e-02          -0.012           0.012           1.000       2.312e-03         -1.9702
 599       1.103e-01       3.573e-01       2.515e-02           0.092           0.016           0.996       2.420e-03         -1.3748
 600       1.411e-01       3.573e-01       2.093e-02           0.180           0.021           0.983       2.350e-03         -0.8562
 601       1.694e-01       3.573e-01       1.502e-02           0.231           0.025           0.973       2.084e-03         -0.4605
 602       1.929e-01       3.573e-01       9.113e-03           0.259           0.027           0.965       1.634e-03         -0.2119
 603       2.097e-01       3.573e-01       4.201e-03           0.312           0.032           0.949       1.054e-03          0.0180
 604       2.185e-01       3.573e-01       1.028e-03           0.417           0.042           0.908       3.777e-04          0.2495
Strip 28
 605       2.109e-01       4.329e-01       7.591e-04          -0.332          -0.034          -0.943       3.417e-04          0.5400
 606       2.024e-01       4.329e-01       2.865e-03          -0.209          -0.022          -0.978       9.620e-04          0.5444
 607       1.862e-01       4.329e-01       5.014e-03          -0.080          -0.010          -0.997       1.487e-03          0.5884
 608       1.635e-01       4.329e-01       5.515e-03           0.024          -0.001          -1.000       1.905e-03          0.5902
 609       1.362e-01       4.329e-01       3.861e-03           0.093           0.004          -0.996       2.182e-03          0.5883
 610       1.065e-01       4.329e-01       6.630e-04           0.121           0.006          -0.993       2.281e-03          0.6049
 611       7.677e-02       4.329e-01      -2.515e-03           0.091           0.005          -0.996       2.181e-03          0.6718
 612       4.946e-02       4.329e-01      -4.338e-03           0.038           0.003          -0.999       1.906e-03          0.8046
 613       2.678e-02       4.329e-01      -4.636e-03          -0.019           0.002          -1.000       1.483e-03          0.9679
 614       1.055e-02       4.329e-01      -3.653e-03          -0.125           0.001          -0.992       9.479e-04          0.7620
 615       2.092e-03       4.329e-01      -1.151e-03          -0.621          -0.000          -0.784       4.112e-04         -2.8883
 616       2.092e-03       4.329e-01       4.441e-03          -0.874           0.000           0.486       6.631e-04        -10.8954
 617       1.055e-02       4.329e-01       1.198e-02          -0.502           0.002           0.865       1.088e-03         -6.1221
 618       2.678e-02       4.329e-01       1.869e-02          -0.294           0.005           0.956       1.551e-03         -3.7930
 619       4.946e-02       4.329e-01       2.355e-02          -0.140           0.008           0.990       1.923e-03         -2.7226
 620       7.677e-02       4.329e-01       2.551e-02          -0.012           0.012           1.000       2.173e-03         -1.9805
 621       1.065e-01       4.329e-01       2.427e-02           0.092           0.016           0.996       2.274e-03         -1.3821
 622       1.362e-01       4.329e-01       2.020e-02           0.180           0.021           0.983       2.209e-03         -0.8611
 623       1.635e-01       4.329e-01       1.450e-02           0.231           0.025           0.973       1.958e-03         -0.4639
 624       1.862e-01       4.329e-01       8.795e-03           0.259           0.027           0.965       1.536e-03         -0.2143
 625       2.024e-01       4.329e-01       4.055e-03           0.312           0.032           0.949       9.905e-04          0.0165
 626       2.109e-01       4.329e-01       9.918e-04           0.417           0.042           0.908       3.549e-04          0.2483
Strip 29
 627       2.035e-01       5.064e-01       7.325e-04          -0.332          -0.034          -0.943       3.192e-04          0.5397
 628       1.953e-01       5.064e-01       2.765e-03          -0.209          -0.022          -0.978       8.985e-04          0.5441
 629       1.797e-01       5.064e-01       4.838e-03          -0.080          -0.010          -0.997       1.389e-03          0.5883
 630       1.578e-01       5.064e-01       5.322e-03           0.024          -0.001          -1.000       1.779e-03          0.5903
 631       1.314e-01       5.064e-01       3.726e-03           0.093           0.004          -0.996       2.038e-03          0.5886
 632       1.027e-01       5.064e-01       6.397e-04           0.121           0.006          -0.993       2.130e-03          0.6054
 633       7.408e-02       5.064e-01      -2.427e-03           0.091           0.005          -0.996       2.037e-03          0.6726
 634       4.773e-02       5.064e-01      -4.186e-03           0.038           0.003          -0.999       1.780e-03          0.8055
 635       2.584e-02       5.064e-01      -4.473e-03          -0.019           0.002          -1.000       1.385e-03          0.9685
 636       1.018e-02       5.064e-01      -3.525e-03          -0.125           0.001          -0.992       8.853e-04          0.7585
 637       2.019e-03       5.064e-01      -1.110e-03          -0.621          -0.000          -0.784       3.840e-04         -2.9146
 638       2.019e-03       5.064e-01       4.286e-03          -0.874           0.000           0.486       6.193e-04        -10.9435
 639       1.018e-02       5.064e-01       1.156e-02          -0.502           0.002           0.865       1.016e-03         -6.1424
 640       2.584e-02       5.064e-01       1.804e-02          -0.294           0.005           0.956       1.449e-03         -3.8034
 641       4.773e-02       5.064e-01       2.272e-02          -0.140           0.008           0.990       1.797e-03         -2.7292
 642       7.408e-02       5.064e-01       2.462e-02          -0.012           0.012           1.000       2.029e-03         -1.9849
 643       1.027e-01       5.064e-01       2.342e-02           0.092           0.016           0.996       2.124e-03         -1.3852
 644       1.314e-01       5.064e-01       1.949e-02           0.180           0.021           0.983       2.063e-03         -0.8634
 645       1.578e-01       5.064e-01       1.399e-02           0.231           0.025           0.973       1.829e-03         -0.4656
 646       1.797e-01       5.064e-01       8.487e-03           0.259           0.027           0.965       1.434e-03         -0.2156
 647       1.953e-01       5.064e-01       3.913e-03           0.312           0.032           0.949       9.252e-04          0.0153
 648       2.035e-01       5.064e-01       9.571e-04           0.417           0.042           0.908       3.315e-04          0.2472
Strip 30
 649       1.963e-01       5.773e-01       7.069e-04          -0.332          -0.034          -0.943       2.962e-04          0.5390
 650       1.885e-01       5.773e-01       2.668e-03          -0.209          -0.022          -0.978       8.338e-04          0.5435
 651       1.734e-01       5.773e-01       4.668e-03          -0.080          -0.010          -0.997       1.289e-03          0.5877
 652       1.522e-01       5.773e-01       5.135e-03           0.024          -0.001          -1.000       1.651e-03          0.5897
 653       1.268e-01       5.773e-01       3.595e-03           0.093           0.004          -0.996       1.891e-03          0.5879
 654       9.915e-02       5.773e-01       6.173e-04           0.121           0.006          -0.993       1.977e-03          0.6046
 655       7.148e-02       5.773e-01      -2.342e-03           0.091           0.005          -0.996       1.891e-03          0.6717
 656       4.606e-02       5.773e-01      -4.039e-03           0.038           0.003          -0.999       1.652e-03          0.8047
 657       2.493e-02       5.773e-01      -4.317e-03          -0.019           0.002          -1.000       1.285e-03          0.9681
 658       9.822e-03       5.773e-01      -3.401e-03          -0.125           0.001          -0.992       8.216e-04          0.7596
 659       1.948e-03       5.773e-01      -1.071e-03          -0.621          -0.000          -0.784       3.564e-04         -2.9073
 660       1.948e-03       5.773e-01       4.136e-03          -0.874           0.000           0.486       5.747e-04        -10.9315
 661       9.822e-03       5.773e-01       1.116e-02          -0.502           0.002           0.865       9.428e-04         -6.1374
 662       2.493e-02       5.773e-01       1.741e-02          -0.294           0.005           0.956       1.345e-03         -3.8003
 663       4.606e-02       5.773e-01       2.193e-02          -0.140           0.008           0.990       1.667e-03         -2.7268
 664       7.148e-02       5.773e-01       2.376e-02          -0.012           0.012           1.000       1.883e-03         -1.9831
 665       9.915e-02       5.773e-01       2.260e-02           0.092           0.016           0.996       1.971e-03         -1.3840
 666       1.268e-01       5.773e-01       1.881e-02           0.180           0.021           0.983       1.915e-03         -0.8628
 667       1.522e-01       5.773e-01       1.350e-02           0.231           0.025           0.973       1.697e-03         -0.4656
 668       1.734e-01       5.773e-01       8.190e-03           0.259           0.027           0.965       1.331e-03         -0.2161
 669       1.885e-01       5.773e-01       3.776e-03           0.312           0.032           0.949       8.586e-04          0.0144
 670       1.963e-01       5.773e-01       9.236e-04           0.417           0.042           0.908       3.076e-04          0.2460
Strip 31
 671       1.895e-01       6.452e-01       6.823e-04          -0.332          -0.034          -0.943       2.731e-04          0.5380
 672       1.819e-01       6.452e-01       2.575e-03          -0.209          -0.022          -0.978       7.687e-04          0.5423
 673       1.673e-01       6.452e-01       4.506e-03          -0.080          -0.010          -0.997       1.189e-03          0.5864
 674       1.469e-01       6.452e-01       4.957e-03           0.024          -0.001          -1.000       1.522e-03          0.5882
 675       1.224e-01       6.452e-01       3.470e-03           0.093           0.004          -0.996       1.743e-03          0.5861
 676       9.570e-02       6.452e-01       5.959e-04           0.121           0.006          -0.993       1.822e-03          0.6022
 677       6.899e-02       6.452e-01      -2.260e-03           0.091           0.005          -0.996       1.743e-03          0.6690
 678       4.445e-02       6.452e-01      -3.899e-03           0.038           0.003          -0.999       1.523e-03          0.8020
 679       2.407e-02       6.452e-01      -4.167e-03          -0.019           0.002          -1.000       1.185e-03          0.9666
 680       9.481e-03       6.452e-01      -3.283e-03          -0.125           0.001          -0.992       7.574e-04          0.7659
 681       1.880e-03       6.452e-01      -1.034e-03          -0.621          -0.000          -0.784       3.286e-04         -2.8630
 682       1.880e-03       6.452e-01       3.992e-03          -0.874           0.000           0.486       5.298e-04        -10.8522
 683       9.481e-03       6.452e-01       1.077e-02          -0.502           0.002           0.865       8.691e-04         -6.1039
 684       2.407e-02       6.452e-01       1.680e-02          -0.294           0.005           0.956       1.240e-03         -3.7822
 685       4.445e-02       6.452e-01       2.116e-02          -0.140           0.008           0.990       1.537e-03         -2.7146
 686       6.899e-02       6.452e-01       2.293e-02          -0.012           0.012           1.000       1.736e-03         -1.9745
 687       9.570e-02       6.452e-01       2.182e-02           0.092           0.016           0.996       1.817e-03         -1.3781
 688       1.224e-01       6.452e-01       1.815e-02           0.180           0.021           0.983       1.765e-03         -0.8593
 689       1.469e-01       6.452e-01       1.303e-02           0.231           0.025           0.973       1.565e-03         -0.4639
 690       1.673e-01       6.452e-01       7.905e-03           0.259           0.027           0.965       1.227e-03         -0.2156
 691       1.819e-01       6.452e-01       3.645e-03           0.312           0.032           0.949       7.915e-04          0.0138
 692       1.895e-01       6.452e-01       8.914e-04           0.417           0.042           0.908       2.836e-04          0.2447
Strip 32
 693       1.830e-01       7.098e-01       6.589e-04          -0.332          -0.034          -0.943       2.500e-04          0.5364
 694       1.757e-01       7.098e-01       2.487e-03          -0.209          -0.022          -0.978       7.037e-04          0.5405
 695       1.616e-01       7.098e-01       4.351e-03          -0.080          -0.010          -0.997       1.088e-03          0.5844
 696       1.419e-01       7.098e-01       4.787e-03           0.024          -0.001          -1.000       1.394e-03          0.5858
 697       1.182e-01       7.098e-01       3.351e-03           0.093           0.004          -0.996       1.596e-03          0.5829
 698       9.241e-02       7.098e-01       5.754e-04           0.121           0.006          -0.993       1.668e-03          0.5981
 699       6.663e-02       7.098e-01      -2.183e-03           0.091           0.005          -0.996       1.596e-03          0.6640
 700       4.293e-02       7.098e-01      -3.765e-03           0.038           0.003          -0.999       1.394e-03          0.7971
 701       2.324e-02       7.098e-01      -4.024e-03          -0.019           0.002          -1.000       1.085e-03          0.9637
 702       9.155e-03       7.098e-01      -3.170e-03          -0.125           0.001          -0.992       6.934e-04          0.7780
 703       1.816e-03       7.098e-01      -9.987e-04          -0.621          -0.000          -0.784       3.008e-04         -2.7763
 704       1.816e-03       7.098e-01       3.855e-03          -0.874           0.000           0.486       4.850e-04        -10.6963
 705       9.155e-03       7.098e-01       1.040e-02          -0.502           0.002           0.865       7.956e-04         -6.0379
 706       2.324e-02       7.098e-01       1.622e-02          -0.294           0.005           0.956       1.135e-03         -3.7467
 707       4.293e-02       7.098e-01       2.044e-02          -0.140           0.008           0.990       1.407e-03         -2.6910
 708       6.663e-02       7.098e-01       2.214e-02          -0.012           0.012           1.000       1.589e-03         -1.9579
 709       9.241e-02       7.098e-01       2.107e-02           0.092           0.016           0.996       1.663e-03         -1.3669
 710       1.182e-01       7.098e-01       1.753e-02           0.180           0.021           0.983       1.616e-03         -0.8523
 711       1.419e-01       7.098e-01       1.258e-02           0.231           0.025           0.973       1.432e-03         -0.4602
 712       1.616e-01       7.098e-01       7.634e-03           0.259           0.027           0.965       1.123e-03         -0.2142
 713       1.757e-01       7.098e-01       3.520e-03           0.312           0.032           0.949       7.246e-04          0.0133
 714       1.830e-01       7.098e-01       8.608e-04           0.417           0.042           0.908       2.596e-04          0.2431
Strip 33
 715       1.769e-01       7.709e-01       6.368e-04          -0.332          -0.034          -0.943       2.271e-04          0.5340
 716       1.698e-01       7.709e-01       2.403e-03          -0.209          -0.022          -0.978       6.392e-04          0.5377
 717       1.562e-01       7.709e-01       4.206e-03          -0.080          -0.010          -0.997       9.885e-04          0.5812
 718       1.371e-01       7.709e-01       4.626e-03           0.024          -0.001          -1.000       1.266e-03          0.5819
 719       1.142e-01       7.709e-01       3.239e-03           0.093           0.004          -0.996       1.450e-03          0.5779
 720       8.932e-02       7.709e-01       5.561e-04           0.121           0.006          -0.993       1.516e-03          0.5916
 721       6.439e-02       7.709e-01      -2.109e-03           0.091           0.005          -0.996       1.450e-03          0.6563
 722       4.149e-02       7.709e-01      -3.639e-03           0.038           0.003          -0.999       1.267e-03          0.7893
 723       2.246e-02       7.709e-01      -3.889e-03          -0.019           0.002          -1.000       9.854e-04          0.9590
 724       8.848e-03       7.709e-01      -3.064e-03          -0.125           0.001          -0.992       6.299e-04          0.7963
 725       1.755e-03       7.709e-01      -9.652e-04          -0.621          -0.000          -0.784       2.732e-04         -2.6414
 726       1.755e-03       7.709e-01       3.726e-03          -0.874           0.000           0.486       4.406e-04        -10.4518
 727       8.848e-03       7.709e-01       1.005e-02          -0.502           0.002           0.865       7.227e-04         -5.9341
 728       2.246e-02       7.709e-01       1.568e-02          -0.294           0.005           0.956       1.031e-03         -3.6909
 729       4.149e-02       7.709e-01       1.975e-02          -0.140           0.008           0.990       1.278e-03         -2.6538
 730       6.439e-02       7.709e-01       2.140e-02          -0.012           0.012           1.000       1.444e-03         -1.9319
 731       8.932e-02       7.709e-01       2.036e-02           0.092           0.016           0.996       1.511e-03         -1.3490
 732       1.142e-01       7.709e-01       1.694e-02           0.180           0.021           0.983       1.468e-03         -0.8412
 733       1.371e-01       7.709e-01       1.216e-02           0.231           0.025           0.973       1.301e-03         -0.4541
 734       1.562e-01       7.709e-01       7.378e-03           0.259           0.027           0.965       1.021e-03         -0.2116
 735       1.698e-01       7.709e-01       3.402e-03           0.312           0.032           0.949       6.582e-04          0.0129
 736       1.769e-01       7.709e-01       8.320e-04           0.417           0.042           0.908       2.359e-04          0.2408
Strip 34
 737       1.711e-01       8.280e-01       6.161e-04          -0.332          -0.034          -0.943       2.046e-04          0.5305
 738       1.643e-01       8.280e-01       2.325e-03          -0.209          -0.022          -0.978       5.758e-04          0.5337
 739       1.511e-01       8.280e-01       4.069e-03          -0.080          -0.010          -0.997       8.904e-04          0.5765
 740       1.327e-01       8.280e-01       4.476e-03           0.024          -0.001          -1.000       1.140e-03          0.5763
 741       1.105e-01       8.280e-01       3.134e-03           0.093           0.004          -0.996       1.306e-03          0.5706
 742       8.642e-02       8.280e-01       5.381e-04           0.121           0.006          -0.993       1.365e-03          0.5821
 743       6.230e-02       8.280e-01      -2.041e-03           0.091           0.005          -0.996       1.306e-03          0.6448
 744       4.014e-02       8.280e-01      -3.521e-03           0.038           0.003          -0.999       1.141e-03          0.7776
 745       2.173e-02       8.280e-01      -3.762e-03          -0.019           0.002          -1.000       8.876e-04          0.9518
 746       8.561e-03       8.280e-01      -2.965e-03          -0.125           0.001          -0.992       5.674e-04          0.8213
 747       1.698e-03       8.280e-01      -9.338e-04          -0.621          -0.000          -0.784       2.461e-04         -2.4518
 748       1.698e-03       8.280e-01       3.605e-03          -0.874           0.000           0.486       3.969e-04        -10.1052
 749       8.561e-03       8.280e-01       9.724e-03          -0.502           0.002           0.865       6.511e-04         -5.7861
 750       2.173e-02       8.280e-01       1.517e-02          -0.294           0.005           0.956       9.285e-04         -3.6109
 751       4.014e-02       8.280e-01       1.911e-02          -0.140           0.008           0.990       1.151e-03         -2.6004
 752       6.230e-02       8.280e-01       2.071e-02          -0.012           0.012           1.000       1.300e-03         -1.8942
 753       8.642e-02       8.280e-01       1.970e-02           0.092           0.016           0.996       1.361e-03         -1.3230
 754       1.105e-01       8.280e-01       1.639e-02           0.180           0.021           0.983       1.322e-03         -0.8248
 755       1.327e-01       8.280e-01       1.177e-02           0.231           0.025           0.973       1.172e-03         -0.4451
 756       1.511e-01       8.280e-01       7.138e-03           0.259           0.027           0.965       9.193e-04         -0.2077
 757       1.643e-01       8.280e-01       3.291e-03           0.312           0.032           0.949       5.929e-04          0.0124
 758       1.711e-01       8.280e-01       8.050e-04           0.417           0.042           0.908       2.125e-04          0.2378
Strip 35
 759       1.658e-01       8.809e-01       5.970e-04          -0.332          -0.034          -0.943       1.825e-04          0.5254
 760       1.592e-01       8.809e-01       2.253e-03          -0.209          -0.022          -0.978       5.138e-04          0.5278
 761       1.464e-01       8.809e-01       3.943e-03          -0.080          -0.010          -0.997       7.944e-04          0.5698
 762       1.286e-01       8.809e-01       4.337e-03           0.024          -0.001          -1.000       1.017e-03          0.5681
 763       1.071e-01       8.809e-01       3.036e-03           0.093           0.004          -0.996       1.165e-03          0.5601
 764       8.373e-02       8.809e-01       5.213e-04           0.121           0.006          -0.993       1.218e-03          0.5683
 765       6.037e-02       8.809e-01      -1.978e-03           0.091           0.005          -0.996       1.165e-03          0.6284
 766       3.890e-02       8.809e-01      -3.411e-03           0.038           0.003          -0.999       1.018e-03          0.7611
 767       2.106e-02       8.809e-01      -3.646e-03          -0.019           0.002          -1.000       7.920e-04          0.9409
 768       8.295e-03       8.809e-01      -2.872e-03          -0.125           0.001          -0.992       5.062e-04          0.8526
 769       1.645e-03       8.809e-01      -9.048e-04          -0.621          -0.000          -0.784       2.196e-04         -2.2020
 770       1.645e-03       8.809e-01       3.493e-03          -0.874           0.000           0.486       3.541e-04         -9.6420
 771       8.295e-03       8.809e-01       9.422e-03          -0.502           0.002           0.865       5.809e-04         -5.5869
 772       2.106e-02       8.809e-01       1.470e-02          -0.294           0.005           0.956       8.284e-04         -3.5027
 773       3.890e-02       8.809e-01       1.852e-02          -0.140           0.008           0.990       1.027e-03         -2.5272
 774       6.037e-02       8.809e-01       2.006e-02          -0.012           0.012           1.000       1.160e-03         -1.8422
 775       8.373e-02       8.809e-01       1.909e-02           0.092           0.016           0.996       1.214e-03         -1.2869
 776       1.071e-01       8.809e-01       1.588e-02           0.180           0.021           0.983       1.180e-03         -0.8020
 777       1.286e-01       8.809e-01       1.140e-02           0.231           0.025           0.973       1.046e-03         -0.4325
 778       1.464e-01       8.809e-01       6.916e-03           0.259           0.027           0.965       8.202e-04         -0.2025
 779       1.592e-01       8.809e-01       3.189e-03           0.312           0.032           0.949       5.290e-04          0.0116
 780       1.658e-01       8.809e-01       7.799e-04           0.417           0.042           0.908       1.896e-04          0.2332
Strip 36
 781       1.609e-01       9.293e-01       5.794e-04          -0.332          -0.034          -0.943       1.610e-04          0.5177
 782       1.545e-01       9.293e-01       2.187e-03          -0.209          -0.022          -0.978       4.533e-04          0.5190
 783       1.421e-01       9.293e-01       3.827e-03          -0.080          -0.010          -0.997       7.009e-04          0.5598
 784       1.248e-01       9.293e-01       4.210e-03           0.024          -0.001          -1.000       8.977e-04          0.5562
 785       1.040e-01       9.293e-01       2.947e-03           0.093           0.004          -0.996       1.028e-03          0.5449
 786       8.127e-02       9.293e-01       5.060e-04           0.121           0.006          -0.993       1.075e-03          0.5487
