SOLARTII_v1_Mass_Dihedral_5deg
T1-20.0 m/s-TriUniform-ThickSurf-x0.64m-z0.0m

 alpha       beta         phi          ctrl         VInf(m/s)
       -5.5            0            0            0           20

CL           CX           CY           CD_inviscid  CD_viscous   Cl           Cm_inviscid  Cm_viscous   Cn_inviscid  Cn_viscous
   -0.52061     0.021592   2.4511e-05    0.0067597     0.014833  -0.00070676     0.014422    0.0030145  -4.4215e-05  -1.1194e-06
CP.x(m)      CP.y(m)      CP.z(m)      NP.x(m)      
    0.65617     0.007562     0.085581            0            0

mass(kg)     CoG.x(m)     CoG.y(m)     CoG.z(m)     CoG_Ixx(kg.m²)  CoG_Iyy(kg.m²)  CoG_Izz(kg.m²)  CoG_Ixz(kg.m²)  
     19.502         0.64  -1.9925e-17     0.017249          100          100          100          100





Main Wing
y(m)         Re           Ai           Cd_i         Cd_v         Cl           CP.x(%)      Trans.top    Trans.bot    Cm_i         Cm_v         Bending.mom  Vd.x         Vd.y         Vd.z         F.x          F.y          F.z        
   4902     0.901403     1.763578     0.256539     0.070276    -0.115403     0.990830     0.001436     0.074792
   4903     0.911606     1.741566     0.253252     0.070276    -0.115403     0.990830     0.001455     0.131880
   4904     0.942168     1.764149     0.253914     0.053871    -0.112543     0.992185     0.001210     0.153459
   4905     0.950308     1.742089     0.250970     0.053871    -0.112543     0.992185     0.001227     0.203910
   4906     0.975520     1.764555     0.252457     0.020337    -0.106850     0.994067     0.000914     0.219527
   4907     0.980851     1.742432     0.249970     0.020337    -0.106850     0.994067     0.000927     0.257762
   4908     0.999520     1.764774     0.252258    -0.026790    -0.098905     0.994736     0.000568     0.269918
   4909     1.001479     1.742594     0.250105    -0.026790    -0.098905     0.994736     0.000576     0.287441
   4910     1.012832     1.764846     0.252718    -0.076135    -0.090500     0.992982     0.000193     0.299429
   4911     1.011071     1.742634     0.250559    -0.076135    -0.090500     0.992982     0.000195     0.002893
Strip 95
   4912     1.021747     1.806893     0.257021     0.185277     0.071103    -0.980111     0.000173     0.039630
   4913     1.023153     1.826719     0.258725     0.185277     0.071103    -0.980111     0.000170     0.219835
   4914     1.012431     1.806990     0.255009     0.228748     0.062958    -0.971448     0.000510     0.186742
   4915     1.010249     1.826867     0.255783     0.228748     0.062958    -0.971448     0.000504     0.128299
   4916     0.992530     1.807251     0.250099     0.253461     0.058143    -0.965597     0.000821     0.093017
   4917     0.987137     1.827187     0.249884     0.253461     0.058143    -0.965597     0.000811     0.001733
   4918     0.963211     1.807668     0.242482     0.249309     0.058981    -0.966626     0.001081    -0.045010
   4919     0.955136     1.827638     0.241618     0.249309     0.058981    -0.966626     0.001068    -0.146372
   4920     0.926106     1.808153     0.233339     0.223029     0.064432    -0.972680     0.001273    -0.201697
   4921     0.916022     1.828118     0.232350     0.223029     0.064432    -0.972680     0.001258    -0.291976
   4922     0.883276     1.808590     0.224193     0.183383     0.072846    -0.980339     0.001390    -0.345593
   4923     0.871977     1.828514     0.223560     0.183383     0.072846    -0.980339     0.001373    -0.411005
   4924     0.837153     1.808902     0.216180     0.147450     0.080651    -0.985776     0.001428    -0.458378
   4925     0.825531     1.828777     0.216068     0.147450     0.080651    -0.985776     0.001410    -0.532656
   4926     0.790406     1.809059     0.209866     0.105357     0.090003    -0.990353     0.001384    -0.582916
   4927     0.779365     1.828875     0.210492     0.105357     0.090003    -0.990353     0.001368    -0.670360
   4928     0.745725     1.809030     0.205905     0.049577     0.102589    -0.993488     0.001264    -0.723534
   4929     0.736133     1.828776     0.207466     0.049577     0.102589    -0.993488     0.001249    -0.820693
   4930     0.705685     1.808794     0.204760    -0.023141     0.119054    -0.992618     0.001075    -0.872702
   4931     0.698335     1.828474     0.207292    -0.023141     0.119054    -0.992618     0.001062    -0.989630
   4932     0.672624     1.808376     0.206369    -0.118335     0.140331    -0.983008     0.000830    -1.041339
   4933     0.668195     1.828011     0.209706    -0.118335     0.140331    -0.983008     0.000820    -1.250179
   4934     0.648509     1.807842     0.210181    -0.274798     0.173732    -0.945676     0.000546    -1.299651
   4935     0.647510     1.827458     0.214075    -0.274798     0.173732    -0.945676     0.000539    -1.935065
   4936     0.634782     1.807261     0.215534    -0.684963     0.244623    -0.686284     0.000270    -1.516880
   4937     0.637517     1.826876     0.219795    -0.684963     0.244623    -0.686284     0.000267    -2.628559
   4938     0.636943     1.826352     0.225757    -0.911296     0.182486     0.369106     0.000388     0.321494
   4939     0.633627     1.806207     0.227529    -0.911296     0.182486     0.369106     0.000393     0.914018
   4940     0.645199     1.825348     0.238073    -0.642679     0.073917     0.762562     0.000616     0.805452
   4941     0.645602     1.805189     0.240366    -0.642679     0.073917     0.762562     0.000623     0.557600
   4942     0.664250     1.824411     0.250671    -0.398234    -0.001492     0.917283     0.000844     0.231270
   4943     0.668197     1.804335     0.252352    -0.398234    -0.001492     0.917283     0.000855     0.051439
   4944     0.693195     1.823782     0.260678    -0.209024    -0.052278     0.976512     0.001062    -0.120232
   4945     0.700258     1.803840     0.261122    -0.209024    -0.052278     0.976512     0.001075    -0.168335
   4946     0.730426     1.823567     0.266736    -0.076778    -0.084262     0.993481     0.001247    -0.215607
   4947     0.739959     1.803766     0.265793    -0.076778    -0.084262     0.993481     0.001263    -0.179213
   4948     0.773735     1.823736     0.268964    -0.003275    -0.100592     0.994922     0.001374    -0.171727
   4949     0.784904     1.804037     0.267009    -0.003275    -0.100592     0.994922     0.001390    -0.125703
   4950     0.820492     1.824177     0.268395     0.044799    -0.110514     0.992864     0.001423    -0.101742
   4951     0.832387     1.804551     0.265674     0.044799    -0.110514     0.992864     0.001440    -0.041442
   4952     0.867894     1.824787     0.265966     0.067771    -0.114947     0.991057     0.001387    -0.012707
   4953     0.879550     1.805189     0.262896     0.067771    -0.114947     0.991057     0.001403     0.048121
   4954     0.913079     1.825431     0.262915     0.070276    -0.115403     0.990830     0.001265     0.074823
   4955     0.923550     1.805820     0.259888     0.070276    -0.115403     0.990830     0.001280     0.131737
   4956     0.953335     1.825994     0.260323     0.053871    -0.112543     0.992185     0.001066     0.153724
   4957     0.961752     1.806336     0.257636     0.053871    -0.112543     0.992185     0.001079     0.203552
   4958     0.986270     1.826396     0.258884     0.020337    -0.106850     0.994067     0.000806     0.219853
   4959     0.991899     1.806675     0.256649     0.020337    -0.106850     0.994067     0.000815     0.257566
   4960     1.009969     1.826612     0.258687    -0.026790    -0.098905     0.994736     0.000501     0.270016
   4961     1.012260     1.806834     0.256783    -0.026790    -0.098905     0.994736     0.000507     0.287717
   4962     1.023113     1.826682     0.259142    -0.076135    -0.090500     0.992982     0.000170     0.298885
   4963     1.021727     1.806874     0.257231    -0.076135    -0.090500     0.992982     0.000172     0.002749
Strip 96
   4964     1.031126     1.863435     0.262896     0.185277     0.071103    -0.980111     0.000146     0.039840
   4965     1.032074     1.880371     0.264304     0.185277     0.071103    -0.980111     0.000144     0.220297
   4966     1.021919     1.863531     0.260907     0.228748     0.062958    -0.971448     0.000431     0.187574
   4967     1.019313     1.880517     0.261394     0.228748     0.062958    -0.971448     0.000426     0.127640
   4968     1.002249     1.863789     0.256055     0.253461     0.058143    -0.965597     0.000693     0.094459
   4969     0.996455     1.880833     0.255560     0.253461     0.058143    -0.965597     0.000685     0.001775
   4970     0.973269     1.864202     0.248526     0.249309     0.058981    -0.966626     0.000912    -0.044382
   4971     0.964807     1.881280     0.247385     0.249309     0.058981    -0.966626     0.000902    -0.145542
   4972     0.936591     1.864681     0.239488     0.223029     0.064432    -0.972680     0.001074    -0.201356
   4973     0.926123     1.881754     0.238219     0.223029     0.064432    -0.972680     0.001063    -0.291144
   4974     0.894255     1.865114     0.230447     0.183383     0.072846    -0.980339     0.001173    -0.345078
   4975     0.882561     1.882146     0.229525     0.183383     0.072846    -0.980339     0.001161    -0.410308
   4976     0.848662     1.865421     0.222526     0.147450     0.080651    -0.985776     0.001205    -0.457784
   4977     0.836624     1.882406     0.222115     0.147450     0.080651    -0.985776     0.001192    -0.531965
   4978     0.802452     1.865577     0.216283     0.105357     0.090003    -0.990353     0.001168    -0.582317
   4979     0.790964     1.882503     0.216599     0.105357     0.090003    -0.990353     0.001156    -0.669619
   4980     0.758285     1.865548     0.212368     0.049577     0.102589    -0.993488     0.001066    -0.722955
   4981     0.748205     1.882405     0.213606     0.049577     0.102589    -0.993488     0.001055    -0.819879
   4982     0.718704     1.865315     0.211235    -0.023141     0.119054    -0.992618     0.000907    -0.872166
   4983     0.710820     1.882107     0.213433    -0.023141     0.119054    -0.992618     0.000898    -0.988799
   4984     0.686022     1.864902     0.212826    -0.118335     0.140331    -0.983008     0.000700    -1.040565
   4985     0.681007     1.881649     0.215820    -0.118335     0.140331    -0.983008     0.000693    -1.249449
   4986     0.662182     1.864374     0.216594    -0.274798     0.173732    -0.945676     0.000460    -1.297740
   4987     0.660548     1.881101     0.220142    -0.274798     0.173732    -0.945676     0.000456    -1.930987
   4988     0.648611     1.863799     0.221885    -0.684963     0.244623    -0.686284     0.000228    -1.517386
   4989     0.650662     1.880526     0.225799    -0.684963     0.244623    -0.686284     0.000225    -2.629199
   4990     0.650094     1.880007     0.231698    -0.911296     0.182486     0.369106     0.000328     0.325049
   4991     0.647469     1.862757     0.233745    -0.911296     0.182486     0.369106     0.000332     0.914211
   4992     0.658262     1.879015     0.243879    -0.642679     0.073917     0.762562     0.000520     0.805412
   4993     0.659308     1.861751     0.246435    -0.642679     0.073917     0.762562     0.000526     0.556743
   4994     0.677106     1.878088     0.256340    -0.398234    -0.001492     0.917283     0.000714     0.231329
   4995     0.681645     1.860907     0.258282    -0.398234    -0.001492     0.917283     0.000721     0.050851
   4996     0.705735     1.877466     0.266236    -0.209024    -0.052278     0.976512     0.000897    -0.120244
   4997     0.713339     1.860418     0.266951    -0.209024    -0.052278     0.976512     0.000907    -0.168676
   4998     0.742560     1.877253     0.272227    -0.076778    -0.084262     0.993481     0.001054    -0.215588
   4999     0.752585     1.860345     0.271568    -0.076778    -0.084262     0.993481     0.001065    -0.179426
   5000     0.785395     1.877420     0.274430    -0.003275    -0.100592     0.994922     0.001161    -0.171775
   5001     0.797014     1.860613     0.272769    -0.003275    -0.100592     0.994922     0.001173    -0.125860
   5002     0.831641     1.877857     0.273867     0.044799    -0.110514     0.992864     0.001203    -0.101850
   5003     0.843951     1.861121     0.271449     0.044799    -0.110514     0.992864     0.001215    -0.041536
   5004     0.878523     1.878460     0.271464     0.067771    -0.114947     0.991057     0.001172    -0.012883
   5005     0.890571     1.861751     0.268703     0.067771    -0.114947     0.991057     0.001184     0.048046
   5006     0.923212     1.879097     0.268447     0.070276    -0.115403     0.990830     0.001069     0.074666
   5007     0.934065     1.862375     0.265730     0.070276    -0.115403     0.990830     0.001080     0.131463
   5008     0.963026     1.879654     0.265883     0.053871    -0.112543     0.992185     0.000901     0.153853
   5009     0.971826     1.862885     0.263503     0.053871    -0.112543     0.992185     0.000911     0.202915
   5010     0.995598     1.880051     0.264461     0.020337    -0.106850     0.994067     0.000681     0.220191
   5011     1.001626     1.863220     0.262528     0.020337    -0.106850     0.994067     0.000688     0.257101
   5012     1.019036     1.880265     0.264266    -0.026790    -0.098905     0.994736     0.000423     0.270117
   5013     1.021750     1.863377     0.262660    -0.026790    -0.098905     0.994736     0.000428     0.287856
   5014     1.032034     1.880334     0.264716    -0.076135    -0.090500     0.992982     0.000144     0.298140
   5015     1.031106     1.863417     0.263103    -0.076135    -0.090500     0.992982     0.000145     0.002618
Strip 97
   5016     1.038998     1.910889     0.267826     0.185277     0.071103    -0.980111     0.000116     0.040110
   5017     1.039414     1.924517     0.268894     0.185277     0.071103    -0.980111     0.000115     0.220512
   5018     1.029883     1.910984     0.265858     0.228748     0.062958    -0.971448     0.000343     0.189174
   5019     1.026771     1.924662     0.266012     0.228748     0.062958    -0.971448     0.000340     0.126515
   5020     1.010407     1.911239     0.261054     0.253461     0.058143    -0.965597     0.000551     0.096576
   5021     1.004125     1.924975     0.260232     0.253461     0.058143    -0.965597     0.000547     0.002168
   5022     0.981711     1.911648     0.253598     0.249309     0.058981    -0.966626     0.000726    -0.043667
   5023     0.972767     1.925418     0.252131     0.249309     0.058981    -0.966626     0.000720    -0.144193
   5024     0.945394     1.912123     0.244649     0.223029     0.064432    -0.972680     0.000855    -0.200866
   5025     0.934436     1.925887     0.243048     0.223029     0.064432    -0.972680     0.000848    -0.290094
   5026     0.903471     1.912551     0.235696     0.183383     0.072846    -0.980339     0.000934    -0.344492
   5027     0.891272     1.926275     0.234434     0.183383     0.072846    -0.980339     0.000926    -0.409523
   5028     0.858324     1.912855     0.227852     0.147450     0.080651    -0.985776     0.000959    -0.457256
   5029     0.845754     1.926533     0.227091     0.147450     0.080651    -0.985776     0.000951    -0.531215
   5030     0.812565     1.913010     0.221670     0.105357     0.090003    -0.990353     0.000930    -0.581774
   5031     0.800510     1.926630     0.221625     0.105357     0.090003    -0.990353     0.000922    -0.668736
   5032     0.768828     1.912981     0.217792     0.049577     0.102589    -0.993488     0.000849    -0.722300
   5033     0.758140     1.926533     0.218659     0.049577     0.102589    -0.993488     0.000842    -0.818866
   5034     0.729632     1.912750     0.216670    -0.023141     0.119054    -0.992618     0.000722    -0.871439
   5035     0.721094     1.926237     0.218487    -0.023141     0.119054    -0.992618     0.000716    -0.987723
   5036     0.697267     1.912341     0.218244    -0.118335     0.140331    -0.983008     0.000558    -1.039868
   5037     0.691552     1.925784     0.220851    -0.118335     0.140331    -0.983008     0.000553    -1.248595
   5038     0.673658     1.911819     0.221975    -0.274798     0.173732    -0.945676     0.000367    -1.295603
   5039     0.671276     1.925241     0.225133    -0.274798     0.173732    -0.945676     0.000363    -1.926576
   5040     0.660217     1.911250     0.227214    -0.684963     0.244623    -0.686284     0.000181    -1.518439
   5041     0.661479     1.924670     0.230739    -0.684963     0.244623    -0.686284     0.000180    -2.630320
   5042     0.660916     1.924156     0.236588    -0.911296     0.182486     0.369106     0.000262     0.328716
   5043     0.659086     1.910217     0.238962    -0.911296     0.182486     0.369106     0.000264     0.914566
   5044     0.669011     1.923173     0.248658    -0.642679     0.073917     0.762562     0.000415     0.805797
   5045     0.670812     1.909221     0.251529    -0.642679     0.073917     0.762562     0.000419     0.555899
   5046     0.687685     1.922254     0.261005    -0.398234    -0.001492     0.917283     0.000569     0.231504
   5047     0.692933     1.908385     0.263260    -0.398234    -0.001492     0.917283     0.000574     0.050377
   5048     0.716056     1.921638     0.270810    -0.209024    -0.052278     0.976512     0.000716    -0.120196
   5049     0.724319     1.907901     0.271843    -0.209024    -0.052278     0.976512     0.000722    -0.169019
   5050     0.752547     1.921427     0.276745    -0.076778    -0.084262     0.993481     0.000841    -0.215562
   5051     0.763183     1.907828     0.276414    -0.076778    -0.084262     0.993481     0.000848    -0.179718
   5052     0.794992     1.921593     0.278928    -0.003275    -0.100592     0.994922     0.000926    -0.171861
   5053     0.807180     1.908094     0.277603    -0.003275    -0.100592     0.994922     0.000934    -0.126149
   5054     0.840817     1.922026     0.278370     0.044799    -0.110514     0.992864     0.000959    -0.102042
   5055     0.853659     1.908597     0.276296     0.044799    -0.110514     0.992864     0.000968    -0.041805
   5056     0.887271     1.922623     0.275988     0.067771    -0.114947     0.991057     0.000935    -0.013194
   5057     0.899824     1.909221     0.273576     0.067771    -0.114947     0.991057     0.000943     0.047822
   5058     0.931552     1.923255     0.272999     0.070276    -0.115403     0.990830     0.000853     0.074245
   5059     0.942892     1.909839     0.270632     0.070276    -0.115403     0.990830     0.000860     0.131056
   5060     0.971002     1.923807     0.270459     0.053871    -0.112543     0.992185     0.000719     0.153696
   5061     0.980284     1.910344     0.268428     0.053871    -0.112543     0.992185     0.000725     0.201946
   5062     1.003276     1.924200     0.269049     0.020337    -0.106850     0.994067     0.000543     0.220468
   5063     1.009790     1.910676     0.267462     0.020337    -0.106850     0.994067     0.000548     0.256233
   5064     1.026497     1.924412     0.268857    -0.026790    -0.098905     0.994736     0.000338     0.270226
   5065     1.029716     1.910832     0.267593    -0.026790    -0.098905     0.994736     0.000340     0.287725
   5066     1.039375     1.924481     0.269302    -0.076135    -0.090500     0.992982     0.000114     0.297284
   5067     1.038978     1.910871     0.268032    -0.076135    -0.090500     0.992982     0.000115     0.002491
Strip 98
   5068     1.045169     1.948085     0.271691     0.185277     0.071103    -0.980111     0.000084     0.040529
   5069     1.044993     1.958070     0.272383     0.185277     0.071103    -0.980111     0.000084     0.219817
   5070     1.036127     1.948179     0.269739     0.228748     0.062958    -0.971448     0.000249     0.192385
   5071     1.032442     1.958214     0.269521     0.228748     0.062958    -0.971448     0.000247     0.124801
   5072     1.016804     1.948432     0.264972     0.253461     0.058143    -0.965597     0.000400     0.099688
   5073     1.009956     1.958525     0.263782     0.253461     0.058143    -0.965597     0.000398     0.003759
   5074     0.988332     1.948838     0.257575     0.249309     0.058981    -0.966626     0.000527    -0.042840
   5075     0.978819     1.958964     0.255739     0.249309     0.058981    -0.966626     0.000524    -0.142071
   5076     0.952296     1.949309     0.248695     0.223029     0.064432    -0.972680     0.000621    -0.200250
   5077     0.940758     1.959431     0.246720     0.223029     0.064432    -0.972680     0.000617    -0.288952
   5078     0.910699     1.949734     0.239811     0.183383     0.072846    -0.980339     0.000678    -0.344163
   5079     0.897897     1.959816     0.238165     0.183383     0.072846    -0.980339     0.000674    -0.408859
   5080     0.865901     1.950036     0.232027     0.147450     0.080651    -0.985776     0.000696    -0.457054
   5081     0.852697     1.960072     0.230874     0.147450     0.080651    -0.985776     0.000692    -0.530526
   5082     0.820495     1.950189     0.225892     0.105357     0.090003    -0.990353     0.000675    -0.581485
   5083     0.807769     1.960168     0.225445     0.105357     0.090003    -0.990353     0.000671    -0.667745
   5084     0.777095     1.950161     0.222044     0.049577     0.102589    -0.993488     0.000617    -0.721778
   5085     0.765694     1.960072     0.222499     0.049577     0.102589    -0.993488     0.000613    -0.817354
   5086     0.738201     1.949932     0.220930    -0.023141     0.119054    -0.992618     0.000525    -0.870400
   5087     0.728906     1.959778     0.222327    -0.023141     0.119054    -0.992618     0.000521    -0.985730
   5088     0.706084     1.949526     0.222491    -0.118335     0.140331    -0.983008     0.000405    -1.038409
   5089     0.699568     1.959328     0.224675    -0.118335     0.140331    -0.983008     0.000402    -1.246864
   5090     0.682655     1.949007     0.226193    -0.274798     0.173732    -0.945676     0.000266    -1.293628
   5091     0.679432     1.958789     0.228926    -0.274798     0.173732    -0.945676     0.000264    -1.922257
   5092     0.669315     1.948443     0.231391    -0.684963     0.244623    -0.686284     0.000132    -1.520172
   5093     0.669700     1.958223     0.234493    -0.684963     0.244623    -0.686284     0.000131    -2.634746
   5094     0.669141     1.957712     0.240305    -0.911296     0.182486     0.369106     0.000191     0.330627
   5095     0.668192     1.947418     0.243053    -0.911296     0.182486     0.369106     0.000192     0.915213
   5096     0.677182     1.956735     0.252292    -0.642679     0.073917     0.762562     0.000302     0.807452
   5097     0.679830     1.946430     0.255523    -0.642679     0.073917     0.762562     0.000304     0.555598
   5098     0.695729     1.955823     0.264551    -0.398234    -0.001492     0.917283     0.000414     0.231946
   5099     0.701783     1.945600     0.267163    -0.398234    -0.001492     0.917283     0.000417     0.049935
   5100     0.723903     1.955212     0.274287    -0.209024    -0.052278     0.976512     0.000521    -0.120034
   5101     0.732929     1.945120     0.275679    -0.209024    -0.052278     0.976512     0.000524    -0.169566
   5102     0.760140     1.955002     0.280180    -0.076778    -0.084262     0.993481     0.000612    -0.215439
   5103     0.771494     1.945048     0.280213    -0.076778    -0.084262     0.993481     0.000616    -0.180142
   5104     0.802290     1.955167     0.282346    -0.003275    -0.100592     0.994922     0.000674    -0.171943
   5105     0.815151     1.945311     0.281392    -0.003275    -0.100592     0.994922     0.000678    -0.126516
   5106     0.847794     1.955597     0.281792     0.044799    -0.110514     0.992864     0.000698    -0.102244
   5107     0.861272     1.945811     0.280094     0.044799    -0.110514     0.992864     0.000703    -0.042181
   5108     0.893924     1.956190     0.279427     0.067771    -0.114947     0.991057     0.000680    -0.013606
   5109     0.907080     1.946430     0.277395     0.067771    -0.114947     0.991057     0.000685     0.047341
   5110     0.937895     1.956817     0.276458     0.070276    -0.115403     0.990830     0.000621     0.073533
   5111     0.949814     1.947043     0.274474     0.070276    -0.115403     0.990830     0.000625     0.130404
   5112     0.977067     1.957365     0.273936     0.053871    -0.112543     0.992185     0.000523     0.152976
   5113     0.986915     1.947545     0.272287     0.053871    -0.112543     0.992185     0.000527     0.200507
   5114     1.009113     1.957756     0.272536     0.020337    -0.106850     0.994067     0.000395     0.220399
   5115     1.016192     1.947874     0.271329     0.020337    -0.106850     0.994067     0.000398     0.254723
   5116     1.032170     1.957966     0.272345    -0.026790    -0.098905     0.994736     0.000246     0.270202
   5117     1.035961     1.948028     0.271460    -0.026790    -0.098905     0.994736     0.000247     0.286993
   5118     1.044954     1.958034     0.272788    -0.076135    -0.090500     0.992982     0.000083     0.296468
   5119     1.045149     1.948067     0.271895    -0.076135    -0.090500     0.992982     0.000084     0.002347
Strip 99
   5120     1.049486     1.974107     0.274395     0.185277     0.071103    -0.980111     0.000051     0.041424
   5121     1.048675     1.980204     0.274684     0.185277     0.071103    -0.980111     0.000051     0.216339
   5122     1.040497     1.974201     0.272454     0.228748     0.062958    -0.971448     0.000151     0.199885
   5123     1.036184     1.980347     0.271837     0.228748     0.062958    -0.971448     0.000150     0.123436
   5124     1.021281     1.974453     0.267714     0.253461     0.058143    -0.965597     0.000243     0.104386
   5125     1.013805     1.980657     0.266125     0.253461     0.058143    -0.965597     0.000242     0.008955
   5126     0.992967     1.974856     0.260358     0.249309     0.058981    -0.966626     0.000320    -0.041844
   5127     0.982815     1.981094     0.258120     0.249309     0.058981    -0.966626     0.000318    -0.139157
   5128     0.957129     1.975325     0.251527     0.223029     0.064432    -0.972680     0.000377    -0.200096
   5129     0.944933     1.981559     0.249143     0.223029     0.064432    -0.972680     0.000375    -0.287830
   5130     0.915760     1.975747     0.242691     0.183383     0.072846    -0.980339     0.000411    -0.344362
   5131     0.902272     1.981942     0.240628     0.183383     0.072846    -0.980339     0.000409    -0.408008
   5132     0.871206     1.976048     0.234949     0.147450     0.080651    -0.985776     0.000422    -0.457065
   5133     0.857282     1.982197     0.233369     0.147450     0.080651    -0.985776     0.000421    -0.529321
   5134     0.826048     1.976200     0.228847     0.105357     0.090003    -0.990353     0.000409    -0.581372
   5135     0.812562     1.982293     0.227966     0.105357     0.090003    -0.990353     0.000408    -0.666004
   5136     0.782883     1.976172     0.225019     0.049577     0.102589    -0.993488     0.000374    -0.721626
   5137     0.770682     1.982197     0.225032     0.049577     0.102589    -0.993488     0.000372    -0.814809
   5138     0.744199     1.975944     0.223910    -0.023141     0.119054    -0.992618     0.000318    -0.869893
   5139     0.734063     1.981905     0.224861    -0.023141     0.119054    -0.992618     0.000317    -0.981359
   5140     0.712255     1.975541     0.225462    -0.118335     0.140331    -0.983008     0.000245    -1.035992
   5141     0.704859     1.981457     0.227197    -0.118335     0.140331    -0.983008     0.000245    -1.239877
   5142     0.688950     1.975025     0.229143    -0.274798     0.173732    -0.945676     0.000161    -1.288801
   5143     0.684814     1.980920     0.231428    -0.274798     0.173732    -0.945676     0.000161    -1.914630
   5144     0.675681     1.974464     0.234313    -0.684963     0.244623    -0.686284     0.000080    -1.524491
   5145     0.675125     1.980356     0.236968    -0.684963     0.244623    -0.686284     0.000080    -2.662061
   5146     0.674567     1.979847     0.242759    -0.911296     0.182486     0.369106     0.000116     0.325698
   5147     0.674563     1.973444     0.245916    -0.911296     0.182486     0.369106     0.000116     0.917073
   5148     0.682574     1.978875     0.254690    -0.642679     0.073917     0.762562     0.000184     0.811041
   5149     0.686141     1.972461     0.258318    -0.642679     0.073917     0.762562     0.000184     0.554834
   5150     0.701037     1.977968     0.266892    -0.398234    -0.001492     0.917283     0.000252     0.231337
   5151     0.707976     1.971636     0.269894    -0.398234    -0.001492     0.917283     0.000253     0.048300
   5152     0.729083     1.977359     0.276581    -0.209024    -0.052278     0.976512     0.000317    -0.120165
   5153     0.738955     1.971158     0.278363    -0.209024    -0.052278     0.976512     0.000318    -0.170734
   5154     0.765154     1.977151     0.282446    -0.076778    -0.084262     0.993481     0.000372    -0.215005
   5155     0.777312     1.971087     0.282871    -0.076778    -0.084262     0.993481     0.000373    -0.180663
   5156     0.807109     1.977315     0.284601    -0.003275    -0.100592     0.994922     0.000410    -0.171568
   5157     0.820733     1.971349     0.284043    -0.003275    -0.100592     0.994922     0.000411    -0.126684
   5158     0.852402     1.977743     0.284049     0.044799    -0.110514     0.992864     0.000424    -0.101900
   5159     0.866603     1.971846     0.282752     0.044799    -0.110514     0.992864     0.000426    -0.042179
   5160     0.898317     1.978333     0.281695     0.067771    -0.114947     0.991057     0.000413    -0.013571
   5161     0.912161     1.972462     0.280067     0.067771    -0.114947     0.991057     0.000415     0.047084
   5162     0.942083     1.978957     0.278739     0.070276    -0.115403     0.990830     0.000377     0.072830
   5163     0.954661     1.973071     0.277162     0.070276    -0.115403     0.990830     0.000379     0.129401
   5164     0.981071     1.979503     0.276229     0.053871    -0.112543     0.992185     0.000318     0.151406
   5165     0.991558     1.973570     0.274987     0.053871    -0.112543     0.992185     0.000319     0.198342
   5166     1.012966     1.979891     0.274837     0.020337    -0.106850     0.994067     0.000240     0.219357
   5167     1.020673     1.973897     0.274035     0.020337    -0.106850     0.994067     0.000241     0.252077
   5168     1.035914     1.980100     0.274647    -0.026790    -0.098905     0.994736     0.000149     0.269249
   5169     1.040332     1.974051     0.274165    -0.026790    -0.098905     0.994736     0.000150     0.284951
   5170     1.048636     1.980169     0.275088    -0.076135    -0.090500     0.992982     0.000051     0.295652
   5171     1.049467     1.974090     0.274598    -0.076135    -0.090500     0.992982     0.000051     0.002061
Strip 100
   5172     1.051845     1.988316     0.275872     0.185277     0.071103    -0.980111     0.000017     0.224984
   5173     1.050367     1.990374     0.275742     0.185277     0.071103    -0.980111     0.000017     0.202107
   5174     1.042885     1.988409     0.273937     0.228748     0.062958    -0.971448     0.000051     0.225211
   5175     1.037906     1.990517     0.272901     0.228748     0.062958    -0.971448     0.000050     0.126493
   5176     1.023730     1.988660     0.269212     0.253461     0.058143    -0.965597     0.000081     0.106585
   5177     1.015578     1.990826     0.267203     0.253461     0.058143    -0.965597     0.000081     0.009115
   5178     0.995502     1.989062     0.261879     0.249309     0.058981    -0.966626     0.000107    -0.042794
   5179     0.984657     1.991263     0.259216     0.249309     0.058981    -0.966626     0.000107    -0.145333
   5180     0.959773     1.989529     0.253074     0.223029     0.064432    -0.972680     0.000126    -0.200350
   5181     0.946857     1.991726     0.250258     0.223029     0.064432    -0.972680     0.000126    -0.294298
   5182     0.918529     1.989950     0.244264     0.183383     0.072846    -0.980339     0.000138    -0.344411
   5183     0.904289     1.992109     0.241761     0.183383     0.072846    -0.980339     0.000137    -0.413641
   5184     0.874108     1.990250     0.236545     0.147450     0.080651    -0.985776     0.000141    -0.456795
   5185     0.859396     1.992363     0.234517     0.147450     0.080651    -0.985776     0.000141    -0.535896
   5186     0.829085     1.990402     0.230461     0.105357     0.090003    -0.990353     0.000137    -0.581100
   5187     0.814772     1.992459     0.229125     0.105357     0.090003    -0.990353     0.000137    -0.674556
   5188     0.786048     1.990374     0.226644     0.049577     0.102589    -0.993488     0.000125    -0.721729
   5189     0.772980     1.992363     0.226197     0.049577     0.102589    -0.993488     0.000125    -0.825814
   5190     0.747478     1.990147     0.225537    -0.023141     0.119054    -0.992618     0.000106    -0.870471
   5191     0.736438     1.992072     0.226025    -0.023141     0.119054    -0.992618     0.000106    -0.995716
   5192     0.715627     1.989745     0.227084    -0.118335     0.140331    -0.983008     0.000082    -1.036105
   5193     0.707295     1.991624     0.228355    -0.118335     0.140331    -0.983008     0.000082    -1.262718
